Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
10/01/2015,CHRY,VN,TK,GRN,S779769,IL,701 N. Sacramento,(773) 265-7605,6828280
10/01/2015,DODG,2D,,ONG,48549,IN,400 E. Lower Wacker,(312) 744-7550,935366
10/01/2015,DODG,4D,,GRY,R786812,IL,701 N. Sacramento,(773) 265-7605,6828267
10/01/2015,DODG,4D,,WHI,V130135,IL,701 N. Sacramento,(773) 265-7605,6828278
10/01/2015,DODG,4D,,WHI,H276749,IL,10300 S. Doty,(773) 568-8495,2773556
10/01/2015,DODG,4D,,SIL,E802268,IL,10300 S. Doty,(773) 568-8495,2773533
10/01/2015,DODG,LL,DUR,SIL,193S598,IL,10300 S. Doty,(773) 568-8495,2773508
10/01/2015,DODG,PK,R25,WHI,V135870,IL,10300 S. Doty,(773) 568-8495,2773522
10/01/2015,DODG,PK,,MAR,1663177B,IL,10300 S. Doty,(773) 568-8495,2773531
10/01/2015,DODG,VN,CVN,BLU,,IL,10300 S. Doty,(773) 568-8495,2773497
10/01/2015,DODG,VN,CVN,SIL,7567711,IL,10300 S. Doty,(773) 568-8495,2773513
10/01/2015,DODG,VN,,GRN,,IL,10300 S. Doty,(773) 568-8495,2773537
10/01/2015,DODG,VN,,BLU,R448224,IL,10300 S. Doty,(773) 568-8495,2773494
10/01/2015,DODG,VN,TK,RED,E765864,IL,10300 S. Doty,(773) 568-8495,2773588
10/01/2015,DODG,VN,CVN,BLU,,IL,10300 S. Doty,(773) 568-8495,2773501
10/01/2015,FORD,4D,,BLU,E278809,IL,701 N. Sacramento,(773) 265-7605,6828262
10/01/2015,FORD,4D,ESC,RED,,IL,10300 S. Doty,(773) 568-8495,2773479
10/01/2015,FORD,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2773579
10/01/2015,FORD,4D,,GRN,E394106,IL,10300 S. Doty,(773) 568-8495,2773563
10/01/2015,FORD,LL,,WHI,R428181,IL,10300 S. Doty,(773) 568-8495,2773576
10/01/2015,FORD,LL,EXP,GRN,X736463,IL,701 N. Sacramento,(773) 265-7605,6828270
10/01/2015,FORD,PK,F25,BLK,1439021B,IL,10300 S. Doty,(773) 568-8495,2773514
10/01/2015,FORD,TR,TK,RED,1255129B,IL,701 N. Sacramento,(773) 265-7605,6828273
10/01/2015,FORD,VN,WIN,RED,Y728480,IL,10300 S. Doty,(773) 568-8495,467969
10/01/2015,FORD,VN,,BLU,V415693,IL,10300 S. Doty,(773) 568-8495,2773561
10/01/2015,FORD,VN,,GRY,E378819,IL,10300 S. Doty,(773) 568-8495,2773515
10/01/2015,FORD,VN,WIN,BLU,1306173,IL,10300 S. Doty,(773) 568-8495,2773489
10/01/2015,GMC,VN,,WHI,69623FF,IL,10300 S. Doty,(773) 568-8495,2773573
10/01/2015,HOND,2T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2773586
10/01/2015,HOND,4D,ACC,BLK,R976677,IL,10300 S. Doty,(773) 568-8495,2773502
10/01/2015,HOND,4D,CIV,GRY,P665502,IL,701 N. Sacramento,(773) 265-1846,1533821
10/01/2015,HOND,4D,,SIL,V521261,IL,701 N. Sacramento,(773) 265-7605,6828283
10/01/2015,HOND,4D,,GRN,R739205,IL,701 N. Sacramento,(773) 265-7605,6828279
10/01/2015,HOND,4D,,GRN,X351828,IL,10300 S. Doty,(773) 568-8495,2773516
10/01/2015,HOND,VN,ODY,SIL,,IL,10300 S. Doty,(773) 568-8495,2773503
10/01/2015,HYUN,4D,,BLK,S629887,IL,10300 S. Doty,(773) 568-8495,2773536
10/01/2015,HYUN,4D,,BLK,MZEULA2,IL,10300 S. Doty,(773) 568-8495,2773559
10/01/2015,HYUN,4D,,GRY,CLH7294,NC,701 N. Sacramento,(773) 265-7605,6828229
10/01/2015,HYUN,4D,,SIL,A447413,IL,10300 S. Doty,(773) 568-8495,2773488
10/01/2015,HYUN,LL,TK,TAN,S868325,IL,701 N. Sacramento,(773) 265-7605,6828271
10/01/2015,INFI,4D,I30,TAN,V725248,IL,10300 S. Doty,(773) 568-8495,2773493
10/01/2015,JEEP,4D,,MAR,H183511,IL,400 E. Lower Wacker,(312) 744-7550,935429
10/01/2015,JEEP,LL,,BLK,915LWR,IN,10300 S. Doty,(773) 568-8495,2773589
10/01/2015,JEEP,LL,,MAR,S363459,IL,10300 S. Doty,(773) 568-8495,2773538
10/01/2015,JEEP,LL,CHE,BLK,,IL,701 N. Sacramento,(773) 265-7605,6828238
10/01/2015,JEEP,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2773571
10/01/2015,LINC,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2773549
10/01/2015,LINC,4D,,TAN,110S370,IL,10300 S. Doty,(773) 568-8495,2773583
10/01/2015,LINC,LL,NAV,BLK,V316922,IL,10300 S. Doty,(773) 568-8495,2773484
10/01/2015,MERC,4D,,TAN,E393581,IL,10300 S. Doty,(773) 568-8495,2773572
10/01/2015,MERC,LL,,BLK,E347998,IL,10300 S. Doty,(773) 568-8495,2773558
10/01/2015,MERZ,4D,,SIL,5537105,IL,10300 S. Doty,(773) 568-8495,2773511
10/01/2015,MITS,2D,,RED,E396507,IL,10300 S. Doty,(773) 568-8495,2773543
10/01/2015,MITS,4D,,SIL,V261550,IL,10300 S. Doty,(773) 568-8495,2773587
10/01/2015,MITS,4D,,SIL,E4560180,IL,10300 S. Doty,(773) 568-8495,2773542
10/01/2015,NISS,4D,SEN,BRO,Z152704,IL,701 N. Sacramento,(773) 265-7605,6828251
10/01/2015,NISS,4D,,BLU,E351189,IL,10300 S. Doty,(773) 568-8495,2773535
10/01/2015,NISS,4D,ALT,GRY,S809585,IL,10300 S. Doty,(773) 568-8495,2773512
10/01/2015,NISS,4D,MAX,WHI,S625677,IL,10300 S. Doty,(773) 568-8495,2773523
10/01/2015,NISS,4D,,SIL,R486026,IL,701 N. Sacramento,(773) 265-1846,1533817
10/01/2015,NISS,4D,ALT,GRY,X610660,IL,10300 S. Doty,(773) 568-8495,2773490
10/01/2015,NISS,4D,ALT,BGE,S489386,IL,701 N. Sacramento,(773) 265-7605,6828249
10/01/2015,NISS,4D,,SIL,R502609,IL,701 N. Sacramento,(773) 265-7605,6828261
10/01/2015,NISS,4D,,TAN,00132412,IL,400 E. Lower Wacker,(312) 744-7550,935373
10/01/2015,NISS,4D,,WHI,V680488,IL,701 N. Sacramento,(773) 265-7605,6828268
10/01/2015,NISS,4D,,SIL,S920811,IL,701 N. Sacramento,(773) 265-7605,6828228
10/01/2015,NISS,4D,,RED,E177928,IL,10300 S. Doty,(773) 568-8495,2773534
10/01/2015,NISS,LL,TK,WHI,E821721,IL,10300 S. Doty,(773) 568-8495,2773590
10/01/2015,NISS,LL,,MAR,S415349,IL,701 N. Sacramento,(773) 265-7605,6828235
10/01/2015,OLDS,2D,ALO,BRO,E843063,IL,10300 S. Doty,(773) 568-8495,2773483
10/01/2015,OLDS,4D,,BRO,Y756750,IL,701 N. Sacramento,(773) 265-7605,6828293
10/01/2015,OLDS,4D,,GRY,S397439,IL,701 N. Sacramento,(773) 265-7605,6828264
10/01/2015,OLDS,4D,INT,SIL,E674334,IL,10300 S. Doty,(773) 568-8495,2773495
10/01/2015,PLYM,4D,,GRY,E529727,IL,10300 S. Doty,(773) 568-8495,2773506
10/01/2015,PONT,4D,,SIL,E910709,IL,10300 S. Doty,(773) 568-8495,2773532
10/01/2015,PONT,4D,,WHI,Y726296,IL,10300 S. Doty,(773) 568-8495,2773482
10/01/2015,PONT,4D,BON,BLK,E705696,IL,701 N. Sacramento,(773) 265-7605,6828252
10/01/2015,PONT,4D,GRM,BLK,K528534,IL,10300 S. Doty,(773) 568-8495,2773498
10/01/2015,PONT,4D,,MAR,N935267,IL,10300 S. Doty,(773) 568-8495,2773557
10/01/2015,PONT,4D,,GRY,H906990,IL,701 N. Sacramento,(773) 265-7605,6828282
10/01/2015,PONT,4D,GRA,GRY,UCH853,IN,10300 S. Doty,(773) 568-8495,2773478
10/01/2015,PONT,4D,GRM,MAR,E314345,IL,10300 S. Doty,(773) 568-8495,2773517
10/01/2015,PONT,4D,,SIL,XSC86,IL,701 N. Sacramento,(773) 265-7605,6828312
10/01/2015,PONT,4D,,GRN,8450957,IL,10300 S. Doty,(773) 568-8495,2773480
10/01/2015,PONT,LL,TK,ONG,E529074,IL,10300 S. Doty,(773) 568-8495,2773577
10/01/2015,SATR,4D,,GRY,E364275,IL,10300 S. Doty,(773) 568-8495,2773492
10/01/2015,SATR,4D,,GRY,Y727323,IL,10300 S. Doty,(773) 568-8495,2773487
10/01/2015,TOYT,4D,CAM,SIL,L943921,IL,10300 S. Doty,(773) 568-8495,2773510
10/01/2015,TOYT,4D,,SIL,E158266,IL,701 N. Sacramento,(773) 265-1846,1533820
10/01/2015,TOYT,4D,,BLK,L229515,IL,10300 S. Doty,(773) 568-8495,2773581
10/01/2015,TOYT,4D,,WHI,R181241,IL,10300 S. Doty,(773) 568-8495,2773541
10/01/2015,TOYT,4D,AVA,SIL,,IL,10300 S. Doty,(773) 568-8495,2773521
10/01/2015,TOYT,4D,,WHI,V395810,IL,701 N. Sacramento,(773) 265-7605,6828290
10/01/2015,TOYT,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6828272
10/01/2015,VOLK,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6828281
10/01/2015,VOLV,4D,,GRN,L725948,IL,10300 S. Doty,(773) 568-8495,2773540
10/01/2015,ZCZY,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,46749
09/30/2015,ACUR,4D,,GRY,P373219,IL,10300 S. Doty,(773) 568-8495,2773456
09/30/2015,BMW,LL,,BLK,257S953,IL,10300 S. Doty,(773) 568-8495,2773357
09/30/2015,BUIC,2D,,GRY,S234788,IL,701 N. Sacramento,(773) 265-7605,6828158
09/30/2015,BUIC,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6828188
09/30/2015,BUIC,4D,,RED,V725091,IL,10300 S. Doty,(773) 568-8495,2773394
09/30/2015,BUIC,4D,,RED,E362461,IL,10300 S. Doty,(773) 568-8495,2773411
09/30/2015,BUIC,4D,,GRY,S803424,IL,701 N. Sacramento,(773) 265-7605,6828185
09/30/2015,BUIC,4D,,TAN,V510546,IL,10300 S. Doty,(773) 568-8495,2773408
09/30/2015,BUIC,4D,,BLU,E525392,IL,701 N. Sacramento,(773) 265-7605,6828194
09/30/2015,BUIC,LL,,WHI,E393494,IL,10300 S. Doty,(773) 568-8495,2773442
09/30/2015,CADI,4D,,WHI,119S886,IL,10300 S. Doty,(773) 568-8495,2773378
09/30/2015,CADI,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2773472
09/30/2015,CADI,4D,,BLU,U29769,WI,10300 S. Doty,(773) 568-8495,2773432
09/30/2015,CADI,4T,,BLK,S837367,IL,701 N. Sacramento,(773) 265-7605,6828195
09/30/2015,CADI,LL,TK,MAR,V682593,IL,10300 S. Doty,(773) 568-8495,2773352
09/30/2015,CADI,VN,,RED,,IL,10300 S. Doty,(773) 568-8495,2773380
09/30/2015,CHEV,4D,,RED,E204901,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415694
09/30/2015,CHEV,4D,,BLU,E154224,IL,10300 S. Doty,(773) 568-8495,2773397
09/30/2015,CHEV,4D,,GRY,E480374,IL,10300 S. Doty,(773) 568-8495,2773438
09/30/2015,CHEV,4D,,BLK,S436515,IL,10300 S. Doty,(773) 568-8495,2773388
09/30/2015,CHEV,4D,,BLU,2WAYNE,IL,10300 S. Doty,(773) 568-8495,2773424
09/30/2015,CHEV,4D,,TAN,V136162,IL,10300 S. Doty,(773) 568-8495,2773389
09/30/2015,CHEV,4D,,TAN,R801497,IL,10300 S. Doty,(773) 568-8495,2773365
09/30/2015,CHEV,4D,,BLK,Z323365,IL,10300 S. Doty,(773) 568-8495,467941
09/30/2015,CHEV,4D,,RED,R768854,IL,10300 S. Doty,(773) 568-8495,2773441
09/30/2015,CHEV,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2773407
09/30/2015,CHEV,4D,,PLE,E447598,IL,10300 S. Doty,(773) 568-8495,2773418
09/30/2015,CHEV,4D,,TAN,S717642,IL,10300 S. Doty,(773) 568-8495,2773361
09/30/2015,CHEV,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2773430
09/30/2015,CHEV,LL,,BLU,E528821,IL,701 N. Sacramento,(773) 265-7605,6828203
09/30/2015,CHEV,LL,,TAN,E650410,IL,701 N. Sacramento,(773) 265-7605,6828166
09/30/2015,CHEV,LL,,GRY,E360084,IL,701 N. Sacramento,(773) 265-7605,6828197
09/30/2015,CHEV,LL,,TAN,688BYD,OK,701 N. Sacramento,(773) 265-7605,6828173
09/30/2015,CHEV,LL,,BLK,Y753380,IL,701 N. Sacramento,(773) 265-7605,6828161
09/30/2015,CHEV,VN,,WHI,E877449,IL,701 N. Sacramento,(773) 265-7605,6828214
09/30/2015,CHRY,4D,,WHI,E588504,IL,10300 S. Doty,(773) 568-8495,2773362
09/30/2015,CHRY,4D,,BLU,S771995,IL,10300 S. Doty,(773) 568-8495,2773398
09/30/2015,CHRY,4D,,SIL,V278765,IL,10300 S. Doty,(773) 568-8495,2773426
09/30/2015,CHRY,VN,,GRY,,IL,10300 S. Doty,(773) 568-8495,2773355
09/30/2015,CHRY,VN,,SIL,342S968,IL,10300 S. Doty,(773) 568-8495,467944
09/30/2015,DODG,LL,,BLU,V960941,IL,10300 S. Doty,(773) 568-8495,2773457
09/30/2015,DODG,LL,,SIL,V765137,IL,10300 S. Doty,(773) 568-8495,2773419
09/30/2015,DODG,VN,,SIL,E471385,IL,10300 S. Doty,(773) 568-8495,2773471
09/30/2015,DODG,VN,,BLU,E612533,IL,701 N. Sacramento,(773) 265-7605,6828182
09/30/2015,DODG,VN,,RED,Y761444,IL,701 N. Sacramento,(773) 265-7605,6828177
09/30/2015,DODG,VN,,SIL,E309221,IL,10300 S. Doty,(773) 568-8495,2773375
09/30/2015,DODG,VN,,GRN,G913261,IL,10300 S. Doty,(773) 568-8495,2773414
09/30/2015,DODG,VN,,GLD,V415942,IL,701 N. Sacramento,(773) 265-7605,6828213
09/30/2015,DODG,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2773473
09/30/2015,FORD,2D,,GRN,270S406,IL,701 N. Sacramento,(773) 265-7605,6828223
09/30/2015,FORD,4D,,SIL,V607863,IL,10300 S. Doty,(773) 568-8495,2773413
09/30/2015,FORD,4D,,TAN,E351917,IL,701 N. Sacramento,(773) 265-7605,6828169
09/30/2015,FORD,4D,,COM,S779965,IL,701 N. Sacramento,(773) 265-7605,6828159
09/30/2015,FORD,4D,,SIL,V958141,IL,10300 S. Doty,(773) 568-8495,2773455
09/30/2015,FORD,4D,,GRY,S761635,IL,10300 S. Doty,(773) 568-8495,2773422
09/30/2015,FORD,4T,,SIL,,IL,10300 S. Doty,(773) 568-8495,2773439
09/30/2015,FORD,4T,,BLU,Y735014,IL,701 N. Sacramento,(773) 265-1846,1533812
09/30/2015,FORD,LL,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6828218
09/30/2015,FORD,LL,,WHI,V450715,IL,10300 S. Doty,(773) 568-8495,2773460
09/30/2015,FORD,LL,,GRN,,IL,10300 S. Doty,(773) 568-8495,2773466
09/30/2015,FORD,LL,,SIL,E436681,IL,701 N. Sacramento,(773) 265-7605,6828219
09/30/2015,FORD,LL,,BRO,V513464,IL,10300 S. Doty,(773) 568-8495,2773401
09/30/2015,FORD,LL,,SIL,E388542,IL,10300 S. Doty,(773) 568-8495,2773406
09/30/2015,FORD,LL,,GRN,A313875,IL,701 N. Sacramento,(773) 265-7605,6828209
09/30/2015,FORD,LL,,BLK,V619810,IL,10300 S. Doty,(773) 568-8495,2773449
09/30/2015,FORD,LL,,RED,V277370,IL,10300 S. Doty,(773) 568-8495,2773374
09/30/2015,FORD,PK,,SIL,1450966,IL,10300 S. Doty,(773) 568-8495,2773369
09/30/2015,HOND,2D,,GRY,E899301,IL,10300 S. Doty,(773) 568-8495,2773474
09/30/2015,HOND,2D,,BLK,E421536,IL,10300 S. Doty,(773) 568-8495,2773469
09/30/2015,HOND,4D,,WHI,K734152,IL,701 N. Sacramento,(773) 265-7605,6828180
09/30/2015,HOND,4D,,BLK,E344781,IL,10300 S. Doty,(773) 568-8495,2773412
09/30/2015,HOND,4D,,GRY,239S279,IL,10300 S. Doty,(773) 568-8495,2773359
09/30/2015,HOND,4T,,BLK,S907639,IL,10300 S. Doty,(773) 568-8495,2773445
09/30/2015,HOND,VN,,GRY,S376326,IL,701 N. Sacramento,(773) 265-7605,6828172
09/30/2015,HYUN,LL,,SIL,R174508,IL,701 N. Sacramento,(773) 265-7605,6828162
09/30/2015,INFI,4D,,GLD,E107645,IN,701 N. Sacramento,(773) 265-7605,6828221
09/30/2015,JEEP,4D,,BLK,E598528,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415696
09/30/2015,JEEP,LL,,SIL,S449716,IL,10300 S. Doty,(773) 568-8495,2773415
09/30/2015,JEEP,LL,,BLU,E636076,IL,10300 S. Doty,(773) 568-8495,2773461
09/30/2015,JEEP,LL,,SIL,S883852,IL,10300 S. Doty,(773) 568-8495,2773356
09/30/2015,JEEP,LL,,BLK,V551417,IL,701 N. Sacramento,(773) 265-7605,6828174
09/30/2015,JEEP,LL,TK,BLK,V757909,IL,701 N. Sacramento,(773) 265-7605,6828226
09/30/2015,KIA,4D,,PLE,R612844,IL,701 N. Sacramento,(773) 265-7605,6828189
09/30/2015,KIA,4D,,BLK,S192070,IL,10300 S. Doty,(773) 568-8495,2773452
09/30/2015,KIA,4T,,YEL,E185693,IL,10300 S. Doty,(773) 568-8495,2773470
09/30/2015,KIA,LL,,SIL,E383229,IL,10300 S. Doty,(773) 568-8495,2773402
09/30/2015,KIA,VN,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6828206
09/30/2015,LEXS,4D,,TAN,V331838,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415697
09/30/2015,LEXS,LL,,BLK,N922590,IL,10300 S. Doty,(773) 568-8495,2773423
09/30/2015,LINC,4D,,WHI,BEE7309,MI,10300 S. Doty,(773) 568-8495,2773437
09/30/2015,LINC,4D,,GRY,V606897,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415695
09/30/2015,LINC,4D,,MAR,Y735950,IL,701 N. Sacramento,(773) 265-1846,1533809
09/30/2015,MERC,4D,,TAN,V906136,IL,10300 S. Doty,(773) 568-8495,2773385
09/30/2015,MERC,4T,,MAR,V559233,IL,10300 S. Doty,(773) 568-8495,2773433
09/30/2015,MERZ,2D,,BLK,S360827,IL,10300 S. Doty,(773) 568-8495,2773403
09/30/2015,MERZ,4D,,BLK,N513321,IL,10300 S. Doty,(773) 568-8495,467942
09/30/2015,MITS,2D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6828184
09/30/2015,MITS,4T,,SIL,V686955,IL,10300 S. Doty,(773) 568-8495,2773448
09/30/2015,MITS,LL,,GLD,E150692,IL,10300 S. Doty,(773) 568-8495,2773440
09/30/2015,NISS,4D,,BLK,E187563,IL,10300 S. Doty,(773) 568-8495,2773468
09/30/2015,NISS,4D,,GRY,E510237,IL,10300 S. Doty,(773) 568-8495,2773391
09/30/2015,NISS,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6828190
09/30/2015,NISS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2773409
09/30/2015,NISS,4D,,TAN,V845611,IL,10300 S. Doty,(773) 568-8495,2773464
09/30/2015,NISS,4D,,BLU,Y910084,IL,701 N. Sacramento,(773) 265-7605,6828207
09/30/2015,NISS,4T,,WHI,E864874,IL,701 N. Sacramento,(773) 265-1846,1533811
09/30/2015,NISS,LL,,WHI,E804757,IL,10300 S. Doty,(773) 568-8495,2773462
09/30/2015,OLDS,2D,,GRN,V506702,IL,701 N. Sacramento,(773) 265-7605,6828211
09/30/2015,OLDS,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2773459
09/30/2015,PONT,4D,,GRN,,IL,10300 S. Doty,(773) 785-9752,1533810
09/30/2015,PONT,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2773377
09/30/2015,PONT,4D,,BLK,Y822368,IL,701 N. Sacramento,(773) 265-7605,6828222
09/30/2015,PONT,4D,,RED,V827194,IL,701 N. Sacramento,(773) 265-7605,6828183
09/30/2015,PONT,4D,,BRO,S773528,IL,10300 S. Doty,(773) 568-8495,2773436
09/30/2015,PONT,4D,,BLU,337S189,IL,10300 S. Doty,(773) 568-8495,2773381
09/30/2015,PONT,4D,,,Z328659,IL,10300 S. Doty,(773) 568-8495,2773475
09/30/2015,PONT,4D,,WHI,P128894,IL,10300 S. Doty,(773) 568-8495,2773416
09/30/2015,PONT,4D,,RED,315S363,IL,10300 S. Doty,(773) 568-8495,467943
09/30/2015,PONT,4T,,SIL,E555755,IL,10300 S. Doty,(773) 568-8495,2773465
09/30/2015,SATR,LL,,SIL,E378174,IL,10300 S. Doty,(773) 568-8495,2773395
09/30/2015,SATR,LL,,WHI,E234674,IL,10300 S. Doty,(773) 568-8495,2773372
09/30/2015,TOYT,4D,,BLK,251WHN,WI,10300 S. Doty,(773) 568-8495,2773366
09/30/2015,TOYT,4D,,GRY,V136300,IL,10300 S. Doty,(773) 568-8495,2773392
09/30/2015,TOYT,4D,,BLU,V658483,IL,10300 S. Doty,(773) 568-8495,2773387
09/30/2015,TOYT,4T,,GRY,S109350,IL,10300 S. Doty,(773) 568-8495,2773454
09/30/2015,TOYT,4T,,GRY,E612554,IL,701 N. Sacramento,(773) 265-1846,1533813
09/30/2015,TOYT,LL,,BLK,E464910,IL,10300 S. Doty,(773) 568-8495,2773360
09/30/2015,TOYT,PK,,RED,,IL,701 N. Sacramento,(773) 265-7605,6828224
09/30/2015,VOLV,4D,,BLU,S680692,IL,701 N. Sacramento,(773) 265-7605,6828212
09/29/2015,BMW,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2773351
09/29/2015,BMW,4D,,MAR,V558344,IL,10300 S. Doty,(773) 568-8495,467924
09/29/2015,BUIC,2D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6828151
09/29/2015,BUIC,4D,,TAN,546R851,IL,10300 S. Doty,(773) 568-8495,2773298
09/29/2015,BUIC,4D,,BLK,Y881200,IL,701 N. Sacramento,(773) 265-1846,1533807
09/29/2015,BUIC,4D,,WHI,409S751,IL,10300 S. Doty,(773) 568-8495,2773335
09/29/2015,BUIC,4D,,GRN,Y737016,IL,10300 S. Doty,(773) 568-8495,2773347
09/29/2015,BUIC,4D,,TAN,Z272676,IL,10300 S. Doty,(773) 568-8495,467940
09/29/2015,CADI,4D,,SIL,E861676,IL,701 N. Sacramento,(773) 265-7605,6828126
09/29/2015,CADI,4D,,BLK,523KRU,WI,10300 S. Doty,(773) 785-9752,1715534
09/29/2015,CHEV,2D,,SIL,398S910,IL,701 N. Sacramento,(773) 265-7605,6828114
09/29/2015,CHEV,4D,,WHI,793LW,IN,10300 S. Doty,(773) 568-8495,2773283
09/29/2015,CHEV,4D,,GRY,303S871,IL,400 E. Lower Wacker,(312) 744-7550,935245
09/29/2015,CHEV,4D,,SIL,184S076,IL,10300 S. Doty,(773) 568-8495,2773337
09/29/2015,CHEV,4D,,WHI,E308929,IL,701 N. Sacramento,(773) 265-7605,6828141
09/29/2015,CHEV,4D,,BLK,E677296,IL,10300 S. Doty,(773) 568-8495,2773342
09/29/2015,CHEV,LL,,MAR,617LWG,IN,10300 S. Doty,(773) 568-8495,2773297
09/29/2015,CHEV,LL,,ONG,72449FF,IL,701 N. Sacramento,(773) 265-1846,1533804
09/29/2015,CHEV,PK,,MAR,76899S-B,IL,10300 S. Doty,(773) 568-8495,2773320
09/29/2015,CHEV,PK,,WHI,1727130-,IL,10300 S. Doty,(773) 568-8495,2773358
09/29/2015,CHEV,VN,,WHI,HLA361,IL,701 N. Sacramento,(773) 265-1846,1533802
09/29/2015,CHEV,VN,,GLD,Y742981,IL,701 N. Sacramento,(773) 265-7605,6828142
09/29/2015,CHEV,VN,,BLU,,IL,10300 S. Doty,(773) 568-8495,2773291
09/29/2015,CHRY,4D,,RED,E278198,IL,10300 S. Doty,(773) 785-9752,1715537
09/29/2015,CHRY,4D,,GRY,,IL,10300 S. Doty,(773) 785-9752,1715539
09/29/2015,CHRY,4D,,BLK,371R494,IL,10300 S. Doty,(773) 568-8495,2773309
09/29/2015,CHRY,VN,,SIL,E700037,IL,10300 S. Doty,(773) 568-8495,2773327
09/29/2015,DODG,4D,,RED,124LME,IN,701 N. Sacramento,(773) 265-1846,1533808
09/29/2015,DODG,4D,,WHI,N602712,IL,10300 S. Doty,(773) 568-8495,2773324
09/29/2015,DODG,VN,,GLD,S974970,IL,701 N. Sacramento,(773) 265-7605,6828115
09/29/2015,DODG,VN,,GLD,WBR829,IN,701 N. Sacramento,(773) 265-1846,1533801
09/29/2015,DODG,VN,,GRN,Y917190,IL,10300 S. Doty,(773) 568-8495,2773302
09/29/2015,FORD,2D,,SIL,Y741215,IL,10300 S. Doty,(773) 568-8495,2773281
09/29/2015,FORD,4D,,WHI,E692612,IL,701 N. Sacramento,(773) 265-7605,6828117
09/29/2015,FORD,4D,,TAN,Y707306,IL,10300 S. Doty,(773) 568-8495,2773284
09/29/2015,FORD,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2773317
09/29/2015,FORD,4D,,BLU,CMY5952,TX,701 N. Sacramento,(773) 265-7605,6828131
09/29/2015,FORD,4D,,WHI,Y912671,IL,701 N. Sacramento,(773) 265-7605,6828153
09/29/2015,FORD,4D,,SIL,R375876,IL,10300 S. Doty,(773) 568-8495,2773307
09/29/2015,FORD,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2773333
09/29/2015,FORD,4D,,GLD,E765911,IL,10300 S. Doty,(773) 785-9752,1715535
09/29/2015,FORD,LL,,GRN,Y725012,IL,10300 S. Doty,(773) 568-8495,2773287
09/29/2015,FORD,LL,,GRY,119XRM,FL,10300 S. Doty,(773) 568-8495,2773340
09/29/2015,FORD,LL,,BLK,S857814,IL,701 N. Sacramento,(773) 265-7605,6828147
09/29/2015,FORD,LL,,SIL,V858393,IL,10300 S. Doty,(773) 568-8495,2773308
09/29/2015,FORD,LL,,BLK,E975971,IL,10300 S. Doty,(773) 568-8495,2773334
09/29/2015,FORD,PK,TK,WHI,1299153B,IL,10300 S. Doty,(773) 568-8495,2773336
09/29/2015,FORD,PK,,GRN,1608803,IL,10300 S. Doty,(773) 568-8495,2773319
09/29/2015,FORD,VN,,BLK,E869488,IL,10300 S. Doty,(773) 568-8495,2773328
09/29/2015,FORD,VN,,GRN,158235,IL,10300 S. Doty,(773) 568-8495,2773292
09/29/2015,GMC,LL,,MAR,R141398,IL,10300 S. Doty,(773) 568-8495,2773301
09/29/2015,GMC,LL,,WHI,N545144,IL,701 N. Sacramento,(773) 265-7605,6828134
09/29/2015,GMC,VN,,MAR,V137163,IL,10300 S. Doty,(773) 568-8495,2773318
09/29/2015,HOND,2D,,SIL,E310603,IL,701 N. Sacramento,(773) 265-7605,6828140
09/29/2015,HOND,4D,,WHI,V755364,IL,10300 S. Doty,(773) 568-8495,2773331
09/29/2015,HOND,4D,,BLK,E811494,IL,701 N. Sacramento,(773) 265-7605,6828128
09/29/2015,HOND,4D,,BLK,E399510,IL,10300 S. Doty,(773) 568-8495,2773339
09/29/2015,HOND,4D,,GRY,Y840333,IL,701 N. Sacramento,(773) 265-7605,6828129
09/29/2015,HYUN,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2773323
